Fecha;ID;NOME;CASOS_14_DIAS;NIVEL_14_DIAS;CASOS_7_DIAS;NIVEL_7_DIAS
05-03-2021;34123232038;LAROUCO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232039;LAZA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232040;LEIRO; entre 1 e 9;Incidencia acumulada para o concello: >250 e <=500; entre 1 e 9;Incidencia acumulada para o concello: >250
05-03-2021;34123232041;LOBEIRA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232042;LOBIOS;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232043;MACEDA; entre 1 e 9;Incidencia acumulada para o concello: >250 e <=500; entre 1 e 9;Incidencia acumulada para o concello: >125 e <=250
05-03-2021;34123232044;MANZANEDA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232045;MASIDE; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232046;MELON;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232047;MERCA A;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232048;MEZQUITA (A); 10;Incidencia acumulada para o concello: >500; entre 1 e 9;Incidencia acumulada para o concello: >250
05-03-2021;34123232049;MONTEDERRAMO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232050;MONTERREI;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232051;MUIÑOS;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232052;NOGUEIRA DE RAMUIN;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232053;OIMBRA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123232054;OURENSE; 79;Incidencia acumulada para o concello: >50 e <=150; 42;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123232055;PADERNE DE ALLARIZ;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232056;PADRENDA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123232057;PARADA DE SIL;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232058;PEREIRO DE AGUIAR; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232059;PEROXA A; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232060;PETIN;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232061;PIÑOR;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232062;PORQUEIRA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232063;POBRA DE TRIVES A; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232064;PONTEDEVA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232065;PUNXIN;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232066;QUINTELA DE LEIRADO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232067;RAIRIZ DE VEIGA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232068;RAMIRAS;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232069;RIBADAVIA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123232070;SAN XOAN DE RIO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232071;RIOS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232072;RUA (A);0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232073;RUBIA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232074;SAN AMARO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232075;SAN CIBRAO DAS VIÑAS; entre 1 e 9;Incidencia acumulada para o concello: <=25; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34123232076;SAN CRISTOVO DE CEA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232077;SANDIAS;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232078;SARREAUS;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232079;TABOADELA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232080;TEIXEIRA A;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232081;TOEN;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232082;TRASMIRAS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34123232083;VEIGA (A);0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232084;VEREA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232085;VERIN; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50; entre 1 e 9;Incidencia acumulada para o concello: <=10
05-03-2021;34123232086;VIANA DO BOLO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232087;VILAMARIN;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232088;VILAMARTIN DE VALDEORRAS;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232089;VILAR DE BARRIO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232090;VILAR DE SANTOS;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123232091;VILARDEVOS; entre 1 e 9;Incidencia acumulada para o concello: >250 e <=500; entre 1 e 9;Incidencia acumulada para o concello: >250
05-03-2021;34123232092;VILARIÑO DE CONSO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636001;ARBO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636002;BARRO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636003;BAIONA; 12;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636004;BUEU; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34123636005;CALDAS DE REIS; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636006;CAMBADOS; 33;Incidencia acumulada para o concello: >150 e <=250; 13;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34123636007;CAMPO LAMEIRO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636008;CANGAS; 37;Incidencia acumulada para o concello: >50 e <=150; 10;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636009;CAÑIZA (A); entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34123636010;CATOIRA; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34123636013;COVELO (O); entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636014;CRECENTE;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636015;CUNTIS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636016;DOZON;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636017;ESTRADA A; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34123636018;FORCAREI; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636019;FORNELOS DE MONTES; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636020;AGOLADA; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636021;GONDOMAR; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636022;GROVE O; entre 1 e 9;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636023;GUARDA (A); 11;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: <=10
05-03-2021;34123636024;LALIN; 11;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636025;LAMA A; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636026;MARIN; 47;Incidencia acumulada para o concello: >150 e <=250; 29;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34123636027;MEAÑO; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34123636028;MEIS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34123636029;MOAÑA; 31;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636030;MONDARIZ; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636031;MONDARIZ-BALNEARIO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636032;MORAÑA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636033;MOS; 39;Incidencia acumulada para o concello: >250 e <=500; 12;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34123636034;NEVES (AS); entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636035;NIGRAN; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=50; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34123636036;OIA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636037;PAZOS DE BORBEN; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636038;PONTEVEDRA; 98;Incidencia acumulada para o concello: >50 e <=150; 26;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636039;PORRIÑO (O); 22;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636040;PORTAS;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636041;POIO; 23;Incidencia acumulada para o concello: >50 e <=150; 12;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636042;PONTEAREAS; 12;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636043;PONTE-CALDELAS; 16;Incidencia acumulada para o concello: >250 e <=500; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636044;PONTECESURES; entre 1 e 9;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >125 e <=250
05-03-2021;34123636045;REDONDELA; 36;Incidencia acumulada para o concello: >50 e <=150; 19;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636046;RIBADUMIA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636047;RODEIRO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636048;ROSAL (O); entre 1 e 9;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636049;SALCEDA DE CASELAS; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636050;SALVATERRA DE MIÑO;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636051;SANXENXO; 28;Incidencia acumulada para o concello: >150 e <=250; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636052;SILLEDA; 10;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636053;SOUTOMAIOR; 32;Incidencia acumulada para o concello: >250 e <=500; 10;Incidencia acumulada para o concello: >125 e <=250
05-03-2021;34123636054;TOMIÑO; 12;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: <=10
05-03-2021;34123636055;TUI; 22;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636056;VALGA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636057;VIGO; 309;Incidencia acumulada para o concello: >50 e <=150; 138;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636058;VILABOA; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;34123636059;VILA DE CRUCES; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >75 e <=125
05-03-2021;34123636060;VILAGARCIA DE AROUSA; 38;Incidencia acumulada para o concello: >50 e <=150; 11;Incidencia acumulada para o concello: >25 e <=75
05-03-2021;34123636061;VILANOVA DE AROUSA; 30;Incidencia acumulada para o concello: >250 e <=500; 14;Incidencia acumulada para o concello: >125 e <=250
05-03-2021;34123636901;ILLA DE AROUSA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
05-03-2021;34123636902;CERDEDO-COTOBADE; entre 1 e 9;Incidencia acumulada para o concello: >50 e <=150; entre 1 e 9;Incidencia acumulada para o concello: >10 e <=25
05-03-2021;;;;;;
